TIME,GEO,UNIT,ICHA11_HC,Value,Flag and Footnotes
2012,Latvia,Million euro,"Information, education and counseling programmes",:,
2012,Latvia,Million euro,Immunisation programmes,:,
2012,Latvia,Million euro,Early disease detection programmes,:,
2012,Latvia,Million euro,Healthy condition monitoring programmes,:,
2012,Latvia,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2012,Latvia,Million euro,Preparing for disaster and emergency response programmes,:,
2012,Latvia,Million euro,Governance and health system and financing administration,:,
2012,Latvia,Million euro,Governance and health system administration,:,
2012,Latvia,Million euro,Administration of health financing,:,
2012,Latvia,Million euro,Other health care services unknown,:,
2012,Latvia,Million euro,Long-term care (social),:,
2012,Latvia,Million euro,Long-term care (HC.3 and HCR.1),:,
2012,Lithuania,Million euro,Current health care expenditure (CHE),"2,096.85",
2012,Lithuania,Million euro,Curative care and rehabilitative care,"1,098.03",
2012,Lithuania,Million euro,Curative care,"1,004.15",
2012,Lithuania,Million euro,Inpatient curative and rehabilitative care,624.19,
2012,Lithuania,Million euro,Inpatient curative care,537.15,
2012,Lithuania,Million euro,Day curative and rehabilitative care,35,
2012,Lithuania,Million euro,Day curative care,35,
2012,Lithuania,Million euro,Outpatient curative and rehabilitative care,438.83,
2012,Lithuania,Million euro,Outpatient curative care,431.99,
2012,Lithuania,Million euro,General outpatient curative care,157.5,
2012,Lithuania,Million euro,Dental outpatient curative care,121.49,
2012,Lithuania,Million euro,Specialised outpatient curative care,140,
2012,Lithuania,Million euro,All other outpatient curative care n.e.c.,13,
2012,Lithuania,Million euro,Home-based curative and rehabilitative care,0.01,
2012,Lithuania,Million euro,Home-based curative care,0,
2012,Lithuania,Million euro,Rehabilitative care,93.88,
2012,Lithuania,Million euro,Inpatient rehabilitative care,87.04,
2012,Lithuania,Million euro,Day rehabilitative care,:,
2012,Lithuania,Million euro,Outpatient rehabilitative care,6.83,
2012,Lithuania,Million euro,Home-based rehabilitative care,0.01,
2012,Lithuania,Million euro,Long-term care (health),160.35,
2012,Lithuania,Million euro,Inpatient long-term care (health),50.93,
2012,Lithuania,Million euro,Day long-term care (health),1,
2012,Lithuania,Million euro,Outpatient long-term care (health),:,
2012,Lithuania,Million euro,Home-based long-term care (health),108.43,
2012,Lithuania,Million euro,Ancillary services (non-specified by function),105.43,
2012,Lithuania,Million euro,Laboratory services,13.16,
2012,Lithuania,Million euro,Imaging services,45.79,
2012,Lithuania,Million euro,Patient transportation,46.48,
2012,Lithuania,Million euro,Medical goods (non-specified by function),667.47,
2012,Lithuania,Million euro,Pharmaceuticals and other medical non-durable goods,606.88,
2012,Lithuania,Million euro,Prescribed medicines,:,
2012,Lithuania,Million euro,Over-the-counter medicines,:,
2012,Lithuania,Million euro,Other medical non-durable goods,:,
2012,Lithuania,Million euro,Therapeutic appliances and other medical durable goods,60.6,
2012,Lithuania,Million euro,Preventive care,23.92,
2012,Lithuania,Million euro,"Information, education and counseling programmes",10.02,
2012,Lithuania,Million euro,Immunisation programmes,2.58,
2012,Lithuania,Million euro,Early disease detection programmes,4.87,
2012,Lithuania,Million euro,Healthy condition monitoring programmes,3,
2012,Lithuania,Million euro,Epidemiological surveillance and risk and disease control programmes,2.48,
2012,Lithuania,Million euro,Preparing for disaster and emergency response programmes,0.95,
2012,Lithuania,Million euro,Governance and health system and financing administration,41.65,
2012,Lithuania,Million euro,Governance and health system administration,33.17,
2012,Lithuania,Million euro,Administration of health financing,8.48,
2012,Lithuania,Million euro,Other health care services unknown,:,
2012,Lithuania,Million euro,Long-term care (social),147.37,
2012,Lithuania,Million euro,Long-term care (HC.3 and HCR.1),307.72,
2012,Luxembourg,Million euro,Current health care expenditure (CHE),"2,898.93",
2012,Luxembourg,Million euro,Curative care and rehabilitative care,"1,597.15",
2012,Luxembourg,Million euro,Curative care,"1,454.55",
2012,Luxembourg,Million euro,Inpatient curative and rehabilitative care,808.06,
2012,Luxembourg,Million euro,Inpatient curative care,694.7,
2012,Luxembourg,Million euro,Day curative and rehabilitative care,80.42,
2012,Luxembourg,Million euro,Day curative care,80.38,
2012,Luxembourg,Million euro,Outpatient curative and rehabilitative care,699.86,
2012,Luxembourg,Million euro,Outpatient curative care,670.66,
2012,Luxembourg,Million euro,General outpatient curative care,298.2,
2012,Luxembourg,Million euro,Dental outpatient curative care,152.65,
2012,Luxembourg,Million euro,Specialised outpatient curative care,219.81,
2012,Luxembourg,Million euro,All other outpatient curative care n.e.c.,:,
2012,Luxembourg,Million euro,Home-based curative and rehabilitative care,8.81,
2012,Luxembourg,Million euro,Home-based curative care,8.81,
2012,Luxembourg,Million euro,Rehabilitative care,142.6,
2012,Luxembourg,Million euro,Inpatient rehabilitative care,113.36,
2012,Luxembourg,Million euro,Day rehabilitative care,0.04,
2012,Luxembourg,Million euro,Outpatient rehabilitative care,29.2,
2012,Luxembourg,Million euro,Home-based rehabilitative care,:,
2012,Luxembourg,Million euro,Long-term care (health),632.49,
2012,Luxembourg,Million euro,Inpatient long-term care (health),432.1,
2012,Luxembourg,Million euro,Day long-term care (health),67.54,
2012,Luxembourg,Million euro,Outpatient long-term care (health),0,
2012,Luxembourg,Million euro,Home-based long-term care (health),132.85,
2012,Luxembourg,Million euro,Ancillary services (non-specified by function),163.52,
2012,Luxembourg,Million euro,Laboratory services,104.44,
2012,Luxembourg,Million euro,Imaging services,46.35,
2012,Luxembourg,Million euro,Patient transportation,12.73,
2012,Luxembourg,Million euro,Medical goods (non-specified by function),311.27,
2012,Luxembourg,Million euro,Pharmaceuticals and other medical non-durable goods,248.15,
2012,Luxembourg,Million euro,Prescribed medicines,223.99,
2012,Luxembourg,Million euro,Over-the-counter medicines,:,
2012,Luxembourg,Million euro,Other medical non-durable goods,24.16,
2012,Luxembourg,Million euro,Therapeutic appliances and other medical durable goods,63.13,
2012,Luxembourg,Million euro,Preventive care,60.6,
2012,Luxembourg,Million euro,"Information, education and counseling programmes",21.11,
2012,Luxembourg,Million euro,Immunisation programmes,5.92,
2012,Luxembourg,Million euro,Early disease detection programmes,2.77,
2012,Luxembourg,Million euro,Healthy condition monitoring programmes,29.07,
2012,Luxembourg,Million euro,Epidemiological surveillance and risk and disease control programmes,1.68,
2012,Luxembourg,Million euro,Preparing for disaster and emergency response programmes,0.04,
2012,Luxembourg,Million euro,Governance and health system and financing administration,133.9,
2012,Luxembourg,Million euro,Governance and health system administration,17.68,
2012,Luxembourg,Million euro,Administration of health financing,116.22,
2012,Luxembourg,Million euro,Other health care services unknown,:,
2012,Luxembourg,Million euro,Long-term care (social),57.53,
2012,Luxembourg,Million euro,Long-term care (HC.3 and HCR.1),690.02,
2012,Hungary,Million euro,Current health care expenditure (CHE),"7,428.99",
2012,Hungary,Million euro,Curative care and rehabilitative care,"3,781.18",
2012,Hungary,Million euro,Curative care,"3,515.64",
2012,Hungary,Million euro,Inpatient curative and rehabilitative care,"1,909.96",
2012,Hungary,Million euro,Inpatient curative care,"1,726.84",
2012,Hungary,Million euro,Day curative and rehabilitative care,139.54,
2012,Hungary,Million euro,Day curative care,139.54,b
2012,Hungary,Million euro,Outpatient curative and rehabilitative care,"1,706.25",
2012,Hungary,Million euro,Outpatient curative care,"1,628.39",
2012,Hungary,Million euro,General outpatient curative care,536.24,
2012,Hungary,Million euro,Dental outpatient curative care,269.12,
2012,Hungary,Million euro,Specialised outpatient curative care,772.62,
2012,Hungary,Million euro,All other outpatient curative care n.e.c.,50.4,
2012,Hungary,Million euro,Home-based curative and rehabilitative care,25.43,
2012,Hungary,Million euro,Home-based curative care,20.87,b
2012,Hungary,Million euro,Rehabilitative care,265.55,
2012,Hungary,Million euro,Inpatient rehabilitative care,183.12,
2012,Hungary,Million euro,Day rehabilitative care,0,
2012,Hungary,Million euro,Outpatient rehabilitative care,77.87,
2012,Hungary,Million euro,Home-based rehabilitative care,4.56,b
2012,Hungary,Million euro,Long-term care (health),272.5,
2012,Hungary,Million euro,Inpatient long-term care (health),255.7,
2012,Hungary,Million euro,Day long-term care (health),11.17,
2012,Hungary,Million euro,Outpatient long-term care (health),0,
2012,Hungary,Million euro,Home-based long-term care (health),5.63,
2012,Hungary,Million euro,Ancillary services (non-specified by function),389.41,
2012,Hungary,Million euro,Laboratory services,152.93,
2012,Hungary,Million euro,Imaging services,83.65,
2012,Hungary,Million euro,Patient transportation,152.83,
2012,Hungary,Million euro,Medical goods (non-specified by function),"2,632.36",
2012,Hungary,Million euro,Pharmaceuticals and other medical non-durable goods,"2,420.28",
2012,Hungary,Million euro,Prescribed medicines,"2,324.43",
2012,Hungary,Million euro,Over-the-counter medicines,0,
2012,Hungary,Million euro,Other medical non-durable goods,95.85,
2012,Hungary,Million euro,Therapeutic appliances and other medical durable goods,212.08,
2012,Hungary,Million euro,Preventive care,212.35,
2012,Hungary,Million euro,"Information, education and counseling programmes",0,
2012,Hungary,Million euro,Immunisation programmes,0,
2012,Hungary,Million euro,Early disease detection programmes,0,
2012,Hungary,Million euro,Healthy condition monitoring programmes,0,
2012,Hungary,Million euro,Epidemiological surveillance and risk and disease control programmes,0,
2012,Hungary,Million euro,Preparing for disaster and emergency response programmes,0,
2012,Hungary,Million euro,Governance and health system and financing administration,126.32,
2012,Hungary,Million euro,Governance and health system administration,87.32,
2012,Hungary,Million euro,Administration of health financing,39,
2012,Hungary,Million euro,Other health care services unknown,14.86,
2012,Hungary,Million euro,Long-term care (social),317.95,
2012,Hungary,Million euro,Long-term care (HC.3 and HCR.1),590.46,
2012,Netherlands,Million euro,Current health care expenditure (CHE),"70,063.65",
2012,Netherlands,Million euro,Curative care and rehabilitative care,"34,692.02",
2012,Netherlands,Million euro,Curative care,"31,826.78",
2012,Netherlands,Million euro,Inpatient curative and rehabilitative care,"20,293.86",d
2012,Netherlands,Million euro,Inpatient curative care,"19,110.94",d
2012,Netherlands,Million euro,Day curative and rehabilitative care,:,
2012,Netherlands,Million euro,Day curative care,:,
2012,Netherlands,Million euro,Outpatient curative and rehabilitative care,"13,957.17",
2012,Netherlands,Million euro,Outpatient curative care,"12,274.86",
2012,Netherlands,Million euro,General outpatient curative care,:,
2012,Netherlands,Million euro,Dental outpatient curative care,"2,618.71",
2012,Netherlands,Million euro,Specialised outpatient curative care,:,
2012,Netherlands,Million euro,All other outpatient curative care n.e.c.,"9,656.15",d
2012,Netherlands,Million euro,Home-based curative and rehabilitative care,440.99,
2012,Netherlands,Million euro,Home-based curative care,440.99,
2012,Netherlands,Million euro,Rehabilitative care,"2,865.23",
2012,Netherlands,Million euro,Inpatient rehabilitative care,"1,182.93",d
2012,Netherlands,Million euro,Day rehabilitative care,:,
2012,Netherlands,Million euro,Outpatient rehabilitative care,"1,682.31",
2012,Netherlands,Million euro,Home-based rehabilitative care,:,
2012,Netherlands,Million euro,Long-term care (health),"18,780.89",
2012,Netherlands,Million euro,Inpatient long-term care (health),"15,609.54",d
2012,Netherlands,Million euro,Day long-term care (health),:,
2012,Netherlands,Million euro,Outpatient long-term care (health),:,
2012,Netherlands,Million euro,Home-based long-term care (health),"3,171.36",
2012,Netherlands,Million euro,Ancillary services (non-specified by function),"1,316.41",
2012,Netherlands,Million euro,Laboratory services,637.91,
2012,Netherlands,Million euro,Imaging services,97.1,
2012,Netherlands,Million euro,Patient transportation,581.4,
2012,Netherlands,Million euro,Medical goods (non-specified by function),"9,109.75",
2012,Netherlands,Million euro,Pharmaceuticals and other medical non-durable goods,"5,822.61",
2012,Netherlands,Million euro,Prescribed medicines,:,
2012,Netherlands,Million euro,Over-the-counter medicines,:,
2012,Netherlands,Million euro,Other medical non-durable goods,:,
2012,Netherlands,Million euro,Therapeutic appliances and other medical durable goods,"3,287.14",
2012,Netherlands,Million euro,Preventive care,"2,602.26",
2012,Netherlands,Million euro,"Information, education and counseling programmes",:,
2012,Netherlands,Million euro,Immunisation programmes,:,
2012,Netherlands,Million euro,Early disease detection programmes,:,
2012,Netherlands,Million euro,Healthy condition monitoring programmes,:,
2012,Netherlands,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2012,Netherlands,Million euro,Preparing for disaster and emergency response programmes,:,
2012,Netherlands,Million euro,Governance and health system and financing administration,"2,856.16",
2012,Netherlands,Million euro,Governance and health system administration,917.16,
2012,Netherlands,Million euro,Administration of health financing,"1,939",
2012,Netherlands,Million euro,Other health care services unknown,706.16,
2012,Netherlands,Million euro,Long-term care (social),"8,359.65",
2012,Netherlands,Million euro,Long-term care (HC.3 and HCR.1),"27,140.54",
2012,Austria,Million euro,Current health care expenditure (CHE),"32,124.64",
2012,Austria,Million euro,Curative care and rehabilitative care,"19,158.19",
2012,Austria,Million euro,Curative care,"17,115.06",
2012,Austria,Million euro,Inpatient curative and rehabilitative care,"11,052.11",
2012,Austria,Million euro,Inpatient curative care,"9,648.51",
2012,Austria,Million euro,Day curative and rehabilitative care,220.92,
2012,Austria,Million euro,Day curative care,220.92,
2012,Austria,Million euro,Outpatient curative and rehabilitative care,"7,868.08",
2012,Austria,Million euro,Outpatient curative care,"7,228.55",
2012,Austria,Million euro,General outpatient curative care,"1,434.67",
2012,Austria,Million euro,Dental outpatient curative care,"1,760.29",
2012,Austria,Million euro,Specialised outpatient curative care,"4,033.58",
2012,Austria,Million euro,All other outpatient curative care n.e.c.,:,
2012,Austria,Million euro,Home-based curative and rehabilitative care,17.09,
2012,Austria,Million euro,Home-based curative care,17.09,
2012,Austria,Million euro,Rehabilitative care,"2,043.13",
2012,Austria,Million euro,Inpatient rehabilitative care,"1,403.60",
2012,Austria,Million euro,Day rehabilitative care,:,
2012,Austria,Million euro,Outpatient rehabilitative care,639.53,
2012,Austria,Million euro,Home-based rehabilitative care,:,
2012,Austria,Million euro,Long-term care (health),"4,867.11",
2012,Austria,Million euro,Inpatient long-term care (health),"2,312.99",
2012,Austria,Million euro,Day long-term care (health),30.49,
2012,Austria,Million euro,Outpatient long-term care (health),:,
2012,Austria,Million euro,Home-based long-term care (health),"2,523.63",
2012,Austria,Million euro,Ancillary services (non-specified by function),"1,007.52",
2012,Austria,Million euro,Laboratory services,188.24,
2012,Austria,Million euro,Imaging services,248.89,
2012,Austria,Million euro,Patient transportation,570.39,
2012,Austria,Million euro,Medical goods (non-specified by function),"5,305.32",
2012,Austria,Million euro,Pharmaceuticals and other medical non-durable goods,"3,913.26",
2012,Austria,Million euro,Prescribed medicines,"3,044.49",
2012,Austria,Million euro,Over-the-counter medicines,773.21,
2012,Austria,Million euro,Other medical non-durable goods,95.56,
2012,Austria,Million euro,Therapeutic appliances and other medical durable goods,"1,392.07",
2012,Austria,Million euro,Preventive care,631.8,
2012,Austria,Million euro,"Information, education and counseling programmes",:,
2012,Austria,Million euro,Immunisation programmes,:,
2012,Austria,Million euro,Early disease detection programmes,:,
2012,Austria,Million euro,Healthy condition monitoring programmes,:,
2012,Austria,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2012,Austria,Million euro,Preparing for disaster and emergency response programmes,:,
2012,Austria,Million euro,Governance and health system and financing administration,"1,154.70",
2012,Austria,Million euro,Governance and health system administration,55.78,
2012,Austria,Million euro,Administration of health financing,"1,098.92",
2012,Austria,Million euro,Other health care services unknown,:,
2012,Austria,Million euro,Long-term care (social),:,
2012,Austria,Million euro,Long-term care (HC.3 and HCR.1),"4,867.11",
2012,Poland,Million euro,Current health care expenditure (CHE),:,
2012,Poland,Million euro,Curative care and rehabilitative care,:,
2012,Poland,Million euro,Curative care,:,
2012,Poland,Million euro,Inpatient curative and rehabilitative care,:,
2012,Poland,Million euro,Inpatient curative care,:,
2012,Poland,Million euro,Day curative and rehabilitative care,:,
2012,Poland,Million euro,Day curative care,:,
2012,Poland,Million euro,Outpatient curative and rehabilitative care,:,
2012,Poland,Million euro,Outpatient curative care,:,
2012,Poland,Million euro,General outpatient curative care,:,
2012,Poland,Million euro,Dental outpatient curative care,:,
2012,Poland,Million euro,Specialised outpatient curative care,:,
2012,Poland,Million euro,All other outpatient curative care n.e.c.,:,
2012,Poland,Million euro,Home-based curative and rehabilitative care,:,
2012,Poland,Million euro,Home-based curative care,:,
2012,Poland,Million euro,Rehabilitative care,:,
2012,Poland,Million euro,Inpatient rehabilitative care,:,
2012,Poland,Million euro,Day rehabilitative care,:,
2012,Poland,Million euro,Outpatient rehabilitative care,:,
2012,Poland,Million euro,Home-based rehabilitative care,:,
2012,Poland,Million euro,Long-term care (health),:,
2012,Poland,Million euro,Inpatient long-term care (health),:,
2012,Poland,Million euro,Day long-term care (health),:,
2012,Poland,Million euro,Outpatient long-term care (health),:,
2012,Poland,Million euro,Home-based long-term care (health),:,
2012,Poland,Million euro,Ancillary services (non-specified by function),:,
2012,Poland,Million euro,Laboratory services,:,
2012,Poland,Million euro,Imaging services,:,
2012,Poland,Million euro,Patient transportation,:,
2012,Poland,Million euro,Medical goods (non-specified by function),:,
2012,Poland,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2012,Poland,Million euro,Prescribed medicines,:,
2012,Poland,Million euro,Over-the-counter medicines,:,
2012,Poland,Million euro,Other medical non-durable goods,:,
2012,Poland,Million euro,Therapeutic appliances and other medical durable goods,:,
2012,Poland,Million euro,Preventive care,:,
2012,Poland,Million euro,"Information, education and counseling programmes",:,
2012,Poland,Million euro,Immunisation programmes,:,
2012,Poland,Million euro,Early disease detection programmes,:,
2012,Poland,Million euro,Healthy condition monitoring programmes,:,
2012,Poland,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2012,Poland,Million euro,Preparing for disaster and emergency response programmes,:,
2012,Poland,Million euro,Governance and health system and financing administration,:,
2012,Poland,Million euro,Governance and health system administration,:,
2012,Poland,Million euro,Administration of health financing,:,
2012,Poland,Million euro,Other health care services unknown,:,
2012,Poland,Million euro,Long-term care (social),:,
2012,Poland,Million euro,Long-term care (HC.3 and HCR.1),:,
2012,Portugal,Million euro,Current health care expenditure (CHE),"15,742.27",
2012,Portugal,Million euro,Curative care and rehabilitative care,"10,236.64",
2012,Portugal,Million euro,Curative care,"9,600.47",
2012,Portugal,Million euro,Inpatient curative and rehabilitative care,"2,865.44",
2012,Portugal,Million euro,Inpatient curative care,"2,696.89",
2012,Portugal,Million euro,Day curative and rehabilitative care,"1,190.10",
2012,Portugal,Million euro,Day curative care,931.2,
2012,Portugal,Million euro,Outpatient curative and rehabilitative care,"6,126.86",
2012,Portugal,Million euro,Outpatient curative care,"5,918.28",
2012,Portugal,Million euro,General outpatient curative care,0,
2012,Portugal,Million euro,Dental outpatient curative care,0,
2012,Portugal,Million euro,Specialised outpatient curative care,0,
2012,Portugal,Million euro,All other outpatient curative care n.e.c.,0,
2012,Portugal,Million euro,Home-based curative and rehabilitative care,54.24,
2012,Portugal,Million euro,Home-based curative care,54.1,
2012,Portugal,Million euro,Rehabilitative care,636.17,
2012,Portugal,Million euro,Inpatient rehabilitative care,168.55,
2012,Portugal,Million euro,Day rehabilitative care,258.91,
2012,Portugal,Million euro,Outpatient rehabilitative care,208.58,
2012,Portugal,Million euro,Home-based rehabilitative care,0.14,
2012,Portugal,Million euro,Long-term care (health),349.28,
2012,Portugal,Million euro,Inpatient long-term care (health),266.54,
2012,Portugal,Million euro,Day long-term care (health),0,
2012,Portugal,Million euro,Outpatient long-term care (health),0,
2012,Portugal,Million euro,Home-based long-term care (health),82.74,
2012,Portugal,Million euro,Ancillary services (non-specified by function),"1,255.84",
2012,Portugal,Million euro,Laboratory services,0,
2012,Portugal,Million euro,Imaging services,0,
2012,Portugal,Million euro,Patient transportation,0,
2012,Portugal,Million euro,Medical goods (non-specified by function),"3,253.94",
2012,Portugal,Million euro,Pharmaceuticals and other medical non-durable goods,"2,619.25",
2012,Portugal,Million euro,Prescribed medicines,0,
2012,Portugal,Million euro,Over-the-counter medicines,0,
2012,Portugal,Million euro,Other medical non-durable goods,0,
2012,Portugal,Million euro,Therapeutic appliances and other medical durable goods,634.69,
2012,Portugal,Million euro,Preventive care,316.08,
2012,Portugal,Million euro,"Information, education and counseling programmes",0,
2012,Portugal,Million euro,Immunisation programmes,0,
2012,Portugal,Million euro,Early disease detection programmes,0,
2012,Portugal,Million euro,Healthy condition monitoring programmes,0,
2012,Portugal,Million euro,Epidemiological surveillance and risk and disease control programmes,0,
2012,Portugal,Million euro,Preparing for disaster and emergency response programmes,0,
2012,Portugal,Million euro,Governance and health system and financing administration,314.22,
2012,Portugal,Million euro,Governance and health system administration,102.89,
2012,Portugal,Million euro,Administration of health financing,211.33,
2012,Portugal,Million euro,Other health care services unknown,16.27,
2012,Portugal,Million euro,Long-term care (social),"1,099.99",
2012,Portugal,Million euro,Long-term care (HC.3 and HCR.1),"1,449.27",
2012,Romania,Million euro,Current health care expenditure (CHE),:,
2012,Romania,Million euro,Curative care and rehabilitative care,:,
2012,Romania,Million euro,Curative care,:,
2012,Romania,Million euro,Inpatient curative and rehabilitative care,:,
2012,Romania,Million euro,Inpatient curative care,:,
2012,Romania,Million euro,Day curative and rehabilitative care,:,
2012,Romania,Million euro,Day curative care,:,
2012,Romania,Million euro,Outpatient curative and rehabilitative care,:,
2012,Romania,Million euro,Outpatient curative care,:,
2012,Romania,Million euro,General outpatient curative care,:,
2012,Romania,Million euro,Dental outpatient curative care,:,
2012,Romania,Million euro,Specialised outpatient curative care,:,
2012,Romania,Million euro,All other outpatient curative care n.e.c.,:,
2012,Romania,Million euro,Home-based curative and rehabilitative care,:,
2012,Romania,Million euro,Home-based curative care,:,
2012,Romania,Million euro,Rehabilitative care,:,
2012,Romania,Million euro,Inpatient rehabilitative care,:,
2012,Romania,Million euro,Day rehabilitative care,:,
2012,Romania,Million euro,Outpatient rehabilitative care,:,
2012,Romania,Million euro,Home-based rehabilitative care,:,
2012,Romania,Million euro,Long-term care (health),:,
2012,Romania,Million euro,Inpatient long-term care (health),:,
2012,Romania,Million euro,Day long-term care (health),:,
2012,Romania,Million euro,Outpatient long-term care (health),:,
2012,Romania,Million euro,Home-based long-term care (health),:,
2012,Romania,Million euro,Ancillary services (non-specified by function),:,
2012,Romania,Million euro,Laboratory services,:,
2012,Romania,Million euro,Imaging services,:,
2012,Romania,Million euro,Patient transportation,:,
2012,Romania,Million euro,Medical goods (non-specified by function),:,
2012,Romania,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2012,Romania,Million euro,Prescribed medicines,:,
2012,Romania,Million euro,Over-the-counter medicines,:,
2012,Romania,Million euro,Other medical non-durable goods,:,
2012,Romania,Million euro,Therapeutic appliances and other medical durable goods,:,
2012,Romania,Million euro,Preventive care,:,
2012,Romania,Million euro,"Information, education and counseling programmes",:,
2012,Romania,Million euro,Immunisation programmes,:,
2012,Romania,Million euro,Early disease detection programmes,:,
2012,Romania,Million euro,Healthy condition monitoring programmes,:,
2012,Romania,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2012,Romania,Million euro,Preparing for disaster and emergency response programmes,:,
2012,Romania,Million euro,Governance and health system and financing administration,:,
2012,Romania,Million euro,Governance and health system administration,:,
2012,Romania,Million euro,Administration of health financing,:,
2012,Romania,Million euro,Other health care services unknown,:,
2012,Romania,Million euro,Long-term care (social),:,
2012,Romania,Million euro,Long-term care (HC.3 and HCR.1),:,
2012,Slovenia,Million euro,Current health care expenditure (CHE),:,
2012,Slovenia,Million euro,Curative care and rehabilitative care,:,
2012,Slovenia,Million euro,Curative care,:,
2012,Slovenia,Million euro,Inpatient curative and rehabilitative care,:,
2012,Slovenia,Million euro,Inpatient curative care,:,
2012,Slovenia,Million euro,Day curative and rehabilitative care,:,
2012,Slovenia,Million euro,Day curative care,:,
2012,Slovenia,Million euro,Outpatient curative and rehabilitative care,:,
2012,Slovenia,Million euro,Outpatient curative care,:,
2012,Slovenia,Million euro,General outpatient curative care,:,
2012,Slovenia,Million euro,Dental outpatient curative care,:,
2012,Slovenia,Million euro,Specialised outpatient curative care,:,
2012,Slovenia,Million euro,All other outpatient curative care n.e.c.,:,
2012,Slovenia,Million euro,Home-based curative and rehabilitative care,:,
2012,Slovenia,Million euro,Home-based curative care,:,
2012,Slovenia,Million euro,Rehabilitative care,:,
2012,Slovenia,Million euro,Inpatient rehabilitative care,:,
2012,Slovenia,Million euro,Day rehabilitative care,:,
2012,Slovenia,Million euro,Outpatient rehabilitative care,:,
2012,Slovenia,Million euro,Home-based rehabilitative care,:,
2012,Slovenia,Million euro,Long-term care (health),:,
2012,Slovenia,Million euro,Inpatient long-term care (health),:,
2012,Slovenia,Million euro,Day long-term care (health),:,
2012,Slovenia,Million euro,Outpatient long-term care (health),:,
2012,Slovenia,Million euro,Home-based long-term care (health),:,
2012,Slovenia,Million euro,Ancillary services (non-specified by function),:,
2012,Slovenia,Million euro,Laboratory services,:,
2012,Slovenia,Million euro,Imaging services,:,
2012,Slovenia,Million euro,Patient transportation,:,
2012,Slovenia,Million euro,Medical goods (non-specified by function),:,
2012,Slovenia,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2012,Slovenia,Million euro,Prescribed medicines,:,
2012,Slovenia,Million euro,Over-the-counter medicines,:,
2012,Slovenia,Million euro,Other medical non-durable goods,:,
2012,Slovenia,Million euro,Therapeutic appliances and other medical durable goods,:,
2012,Slovenia,Million euro,Preventive care,:,
2012,Slovenia,Million euro,"Information, education and counseling programmes",:,
2012,Slovenia,Million euro,Immunisation programmes,:,
2012,Slovenia,Million euro,Early disease detection programmes,:,
2012,Slovenia,Million euro,Healthy condition monitoring programmes,:,
2012,Slovenia,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2012,Slovenia,Million euro,Preparing for disaster and emergency response programmes,:,
2012,Slovenia,Million euro,Governance and health system and financing administration,:,
2012,Slovenia,Million euro,Governance and health system administration,:,
2012,Slovenia,Million euro,Administration of health financing,:,
2012,Slovenia,Million euro,Other health care services unknown,:,
2012,Slovenia,Million euro,Long-term care (social),:,
2012,Slovenia,Million euro,Long-term care (HC.3 and HCR.1),:,
2012,Slovakia,Million euro,Current health care expenditure (CHE),:,
2012,Slovakia,Million euro,Curative care and rehabilitative care,:,
2012,Slovakia,Million euro,Curative care,:,
2012,Slovakia,Million euro,Inpatient curative and rehabilitative care,:,
2012,Slovakia,Million euro,Inpatient curative care,:,
2012,Slovakia,Million euro,Day curative and rehabilitative care,:,
2012,Slovakia,Million euro,Day curative care,:,
2012,Slovakia,Million euro,Outpatient curative and rehabilitative care,:,
2012,Slovakia,Million euro,Outpatient curative care,:,
2012,Slovakia,Million euro,General outpatient curative care,:,
2012,Slovakia,Million euro,Dental outpatient curative care,:,
2012,Slovakia,Million euro,Specialised outpatient curative care,:,
2012,Slovakia,Million euro,All other outpatient curative care n.e.c.,:,
2012,Slovakia,Million euro,Home-based curative and rehabilitative care,:,
2012,Slovakia,Million euro,Home-based curative care,:,
2012,Slovakia,Million euro,Rehabilitative care,:,
2012,Slovakia,Million euro,Inpatient rehabilitative care,:,
2012,Slovakia,Million euro,Day rehabilitative care,:,
2012,Slovakia,Million euro,Outpatient rehabilitative care,:,
2012,Slovakia,Million euro,Home-based rehabilitative care,:,
2012,Slovakia,Million euro,Long-term care (health),:,
2012,Slovakia,Million euro,Inpatient long-term care (health),:,
2012,Slovakia,Million euro,Day long-term care (health),:,
2012,Slovakia,Million euro,Outpatient long-term care (health),:,
2012,Slovakia,Million euro,Home-based long-term care (health),:,
2012,Slovakia,Million euro,Ancillary services (non-specified by function),:,
2012,Slovakia,Million euro,Laboratory services,:,
2012,Slovakia,Million euro,Imaging services,:,
2012,Slovakia,Million euro,Patient transportation,:,
2012,Slovakia,Million euro,Medical goods (non-specified by function),:,
2012,Slovakia,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2012,Slovakia,Million euro,Prescribed medicines,:,
2012,Slovakia,Million euro,Over-the-counter medicines,:,
2012,Slovakia,Million euro,Other medical non-durable goods,:,
2012,Slovakia,Million euro,Therapeutic appliances and other medical durable goods,:,
