TIME,GEO,UNIT,ICHA11_HP,Value,Flag and Footnotes
2013,Norway,Million euro,Government health administration agencies,0,
2013,Norway,Million euro,Social health insurance agencies,0,
2013,Norway,Million euro,Private health insurance administration agencies,0,
2013,Norway,Million euro,Other administration agencies,0,
2013,Norway,Million euro,Rest of economy,588.34,
2013,Norway,Million euro,Households as providers of home health care,0,
2013,Norway,Million euro,All other industries as secondary providers of health care,588.34,
2013,Norway,Million euro,Other industries n.e.c.,0,
2013,Norway,Million euro,Rest of the world,54.18,
2013,Norway,Million euro,Providers unknown,0,
2013,Switzerland,Million euro,All providers of health care,"57,651.19",
2013,Switzerland,Million euro,Hospitals,"20,982.03",
2013,Switzerland,Million euro,General hospitals,"16,762.37",
2013,Switzerland,Million euro,Mental health hospitals,"1,715.34",
2013,Switzerland,Million euro,Specialised hospitals (other than mental health hospitals),"2,504.32",
2013,Switzerland,Million euro,Residential long-term care facilities,"9,780.05",
2013,Switzerland,Million euro,Long-term nursing care facilities,"7,482.98",
2013,Switzerland,Million euro,Mental health and substance abuse facilities,:,
2013,Switzerland,Million euro,Other residential long-term care facilities,"2,297.07",
2013,Switzerland,Million euro,Providers of ambulatory health care,"15,594.56",
2013,Switzerland,Million euro,Medical practices,"10,146.30",
2013,Switzerland,Million euro,Dental practice,"3,250.13",
2013,Switzerland,Million euro,Other health care practitioners,"1,108.10",
2013,Switzerland,Million euro,Ambulatory health care centres,0,
2013,Switzerland,Million euro,Providers of home health care services,"1,090.02",
2013,Switzerland,Million euro,Providers of ancillary services,"1,768.24",
2013,Switzerland,Million euro,Providers of patient transportation and emergency rescue,853.94,
2013,Switzerland,Million euro,Medical and diagnostic laboratories,914.3,
2013,Switzerland,Million euro,Other providers of ancillary services,:,
2013,Switzerland,Million euro,Retailers and other providers of medical goods,"5,201.86",
2013,Switzerland,Million euro,Pharmacies,"3,633.21",
2013,Switzerland,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"1,308.48",
2013,Switzerland,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,260.17,
2013,Switzerland,Million euro,Providers of preventive care,"1,282.11",
2013,Switzerland,Million euro,Providers of health care system administration and financing,"2,422.99",
2013,Switzerland,Million euro,Government health administration agencies,285.94,
2013,Switzerland,Million euro,Social health insurance agencies,"1,431.16",
2013,Switzerland,Million euro,Private health insurance administration agencies,705.89,
2013,Switzerland,Million euro,Other administration agencies,:,
2013,Switzerland,Million euro,Rest of economy,301.52,
2013,Switzerland,Million euro,Households as providers of home health care,301.52,
2013,Switzerland,Million euro,All other industries as secondary providers of health care,:,
2013,Switzerland,Million euro,Other industries n.e.c.,:,
2013,Switzerland,Million euro,Rest of the world,317.83,
2013,Switzerland,Million euro,Providers unknown,:,
2014,Belgium,Million euro,All providers of health care,"41,711.46",
2014,Belgium,Million euro,Hospitals,"13,415.18",
2014,Belgium,Million euro,General hospitals,"11,920.56",
2014,Belgium,Million euro,Mental health hospitals,"1,429.38",
2014,Belgium,Million euro,Specialised hospitals (other than mental health hospitals),65.24,
2014,Belgium,Million euro,Residential long-term care facilities,"6,254.63",
2014,Belgium,Million euro,Long-term nursing care facilities,"4,402.01",
2014,Belgium,Million euro,Mental health and substance abuse facilities,108.64,
2014,Belgium,Million euro,Other residential long-term care facilities,"1,743.97",
2014,Belgium,Million euro,Providers of ambulatory health care,"13,400.86",
2014,Belgium,Million euro,Medical practices,"6,430.20",
2014,Belgium,Million euro,Dental practice,"1,586.74",
2014,Belgium,Million euro,Other health care practitioners,"1,311.52",
2014,Belgium,Million euro,Ambulatory health care centres,648.08,
2014,Belgium,Million euro,Providers of home health care services,"3,424.33",
2014,Belgium,Million euro,Providers of ancillary services,"1,079.19",
2014,Belgium,Million euro,Providers of patient transportation and emergency rescue,152.46,
2014,Belgium,Million euro,Medical and diagnostic laboratories,118.61,
2014,Belgium,Million euro,Other providers of ancillary services,808.12,
2014,Belgium,Million euro,Retailers and other providers of medical goods,"5,196.39",
2014,Belgium,Million euro,Pharmacies,"4,658.48",
2014,Belgium,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,64.3,
2014,Belgium,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,473.61,
2014,Belgium,Million euro,Providers of preventive care,526.15,
2014,Belgium,Million euro,Providers of health care system administration and financing,"1,673.36",
2014,Belgium,Million euro,Government health administration agencies,60.07,
2014,Belgium,Million euro,Social health insurance agencies,"1,016.48",
2014,Belgium,Million euro,Private health insurance administration agencies,382.13,
2014,Belgium,Million euro,Other administration agencies,214.67,
2014,Belgium,Million euro,Rest of economy,165.7,
2014,Belgium,Million euro,Households as providers of home health care,148.31,
2014,Belgium,Million euro,All other industries as secondary providers of health care,17.39,
2014,Belgium,Million euro,Other industries n.e.c.,:,
2014,Belgium,Million euro,Rest of the world,:,
2014,Belgium,Million euro,Providers unknown,:,
2014,Bulgaria,Million euro,All providers of health care,"3,639.54",
2014,Bulgaria,Million euro,Hospitals,"1,268.87",
2014,Bulgaria,Million euro,General hospitals,974.08,
2014,Bulgaria,Million euro,Mental health hospitals,22.02,
2014,Bulgaria,Million euro,Specialised hospitals (other than mental health hospitals),272.77,
2014,Bulgaria,Million euro,Residential long-term care facilities,17.53,
2014,Bulgaria,Million euro,Long-term nursing care facilities,3.12,
2014,Bulgaria,Million euro,Mental health and substance abuse facilities,:,
2014,Bulgaria,Million euro,Other residential long-term care facilities,14.4,
2014,Bulgaria,Million euro,Providers of ambulatory health care,519.86,
2014,Bulgaria,Million euro,Medical practices,186.2,
2014,Bulgaria,Million euro,Dental practice,119.69,
2014,Bulgaria,Million euro,Other health care practitioners,:,
2014,Bulgaria,Million euro,Ambulatory health care centres,213.98,
2014,Bulgaria,Million euro,Providers of home health care services,:,
2014,Bulgaria,Million euro,Providers of ancillary services,127.94,
2014,Bulgaria,Million euro,Providers of patient transportation and emergency rescue,51.42,
2014,Bulgaria,Million euro,Medical and diagnostic laboratories,64.89,
2014,Bulgaria,Million euro,Other providers of ancillary services,11.63,
2014,Bulgaria,Million euro,Retailers and other providers of medical goods,"1,541.98",
2014,Bulgaria,Million euro,Pharmacies,"1,444.56",
2014,Bulgaria,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,89.19,
2014,Bulgaria,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,8.22,
2014,Bulgaria,Million euro,Providers of preventive care,20.02,
2014,Bulgaria,Million euro,Providers of health care system administration and financing,49.85,
2014,Bulgaria,Million euro,Government health administration agencies,29.69,
2014,Bulgaria,Million euro,Social health insurance agencies,20.16,
2014,Bulgaria,Million euro,Private health insurance administration agencies,:,
2014,Bulgaria,Million euro,Other administration agencies,:,
2014,Bulgaria,Million euro,Rest of economy,61.52,
2014,Bulgaria,Million euro,Households as providers of home health care,18.18,
2014,Bulgaria,Million euro,All other industries as secondary providers of health care,43.35,
2014,Bulgaria,Million euro,Other industries n.e.c.,0,
2014,Bulgaria,Million euro,Rest of the world,30.03,
2014,Bulgaria,Million euro,Providers unknown,1.95,
2014,Czech Republic,Million euro,All providers of health care,"11,840.58",
2014,Czech Republic,Million euro,Hospitals,"4,937",
2014,Czech Republic,Million euro,General hospitals,"4,462.42",
2014,Czech Republic,Million euro,Mental health hospitals,173.28,
2014,Czech Republic,Million euro,Specialised hospitals (other than mental health hospitals),301.29,
2014,Czech Republic,Million euro,Residential long-term care facilities,837.73,
2014,Czech Republic,Million euro,Long-term nursing care facilities,451.01,
2014,Czech Republic,Million euro,Mental health and substance abuse facilities,350.81,
2014,Czech Republic,Million euro,Other residential long-term care facilities,35.91,
2014,Czech Republic,Million euro,Providers of ambulatory health care,"2,434.48",
2014,Czech Republic,Million euro,Medical practices,"1,368.87",
2014,Czech Republic,Million euro,Dental practice,547.19,
2014,Czech Republic,Million euro,Other health care practitioners,125.13,
2014,Czech Republic,Million euro,Ambulatory health care centres,335.49,
2014,Czech Republic,Million euro,Providers of home health care services,57.8,
2014,Czech Republic,Million euro,Providers of ancillary services,459.22,
2014,Czech Republic,Million euro,Providers of patient transportation and emergency rescue,256.32,
2014,Czech Republic,Million euro,Medical and diagnostic laboratories,194.2,
2014,Czech Republic,Million euro,Other providers of ancillary services,8.71,
2014,Czech Republic,Million euro,Retailers and other providers of medical goods,"1,965.56",
2014,Czech Republic,Million euro,Pharmacies,"1,669.92",
2014,Czech Republic,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,235.32,
2014,Czech Republic,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,60.32,
2014,Czech Republic,Million euro,Providers of preventive care,102.45,
2014,Czech Republic,Million euro,Providers of health care system administration and financing,341.75,
2014,Czech Republic,Million euro,Government health administration agencies,85.24,
2014,Czech Republic,Million euro,Social health insurance agencies,255.96,
2014,Czech Republic,Million euro,Private health insurance administration agencies,0.55,
2014,Czech Republic,Million euro,Other administration agencies,:,
2014,Czech Republic,Million euro,Rest of economy,198.35,
2014,Czech Republic,Million euro,Households as providers of home health care,31.01,
2014,Czech Republic,Million euro,All other industries as secondary providers of health care,167.34,
2014,Czech Republic,Million euro,Other industries n.e.c.,:,
2014,Czech Republic,Million euro,Rest of the world,18.95,
2014,Czech Republic,Million euro,Providers unknown,545.08,
2014,Denmark,Million euro,All providers of health care,"27,516.65",
2014,Denmark,Million euro,Hospitals,"12,237.48",
2014,Denmark,Million euro,General hospitals,"11,136.70",
2014,Denmark,Million euro,Mental health hospitals,"1,100.78",
2014,Denmark,Million euro,Specialised hospitals (other than mental health hospitals),:,
2014,Denmark,Million euro,Residential long-term care facilities,"2,953.14",
2014,Denmark,Million euro,Long-term nursing care facilities,"2,381.03",
2014,Denmark,Million euro,Mental health and substance abuse facilities,572.11,
2014,Denmark,Million euro,Other residential long-term care facilities,:,
2014,Denmark,Million euro,Providers of ambulatory health care,"8,346.72",
2014,Denmark,Million euro,Medical practices,"1,279.61",
2014,Denmark,Million euro,Dental practice,"1,478.02",
2014,Denmark,Million euro,Other health care practitioners,"1,265.52",
2014,Denmark,Million euro,Ambulatory health care centres,1.19,
2014,Denmark,Million euro,Providers of home health care services,"4,322.37",
2014,Denmark,Million euro,Providers of ancillary services,424.28,
2014,Denmark,Million euro,Providers of patient transportation and emergency rescue,329.25,
2014,Denmark,Million euro,Medical and diagnostic laboratories,95.04,
2014,Denmark,Million euro,Other providers of ancillary services,:,
2014,Denmark,Million euro,Retailers and other providers of medical goods,"2,730.87",
2014,Denmark,Million euro,Pharmacies,"1,533.64",
2014,Denmark,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,891.75,
2014,Denmark,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,305.48,
2014,Denmark,Million euro,Providers of preventive care,137.06,
2014,Denmark,Million euro,Providers of health care system administration and financing,675.25,
2014,Denmark,Million euro,Government health administration agencies,562.41,
2014,Denmark,Million euro,Social health insurance agencies,:,
2014,Denmark,Million euro,Private health insurance administration agencies,112.84,
2014,Denmark,Million euro,Other administration agencies,:,
2014,Denmark,Million euro,Rest of economy,:,
2014,Denmark,Million euro,Households as providers of home health care,:,
2014,Denmark,Million euro,All other industries as secondary providers of health care,:,
2014,Denmark,Million euro,Other industries n.e.c.,:,
2014,Denmark,Million euro,Rest of the world,11.86,
2014,Denmark,Million euro,Providers unknown,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,All providers of health care,"321,720",
2014,Germany (until 1990 former territory of the FRG),Million euro,Hospitals,"94,924",
2014,Germany (until 1990 former territory of the FRG),Million euro,General hospitals,"85,924",
2014,Germany (until 1990 former territory of the FRG),Million euro,Mental health hospitals,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,Specialised hospitals (other than mental health hospitals),"9,000",
2014,Germany (until 1990 former territory of the FRG),Million euro,Residential long-term care facilities,"28,478",
2014,Germany (until 1990 former territory of the FRG),Million euro,Long-term nursing care facilities,"28,478",
2014,Germany (until 1990 former territory of the FRG),Million euro,Mental health and substance abuse facilities,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,Other residential long-term care facilities,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,Providers of ambulatory health care,"99,905",
2014,Germany (until 1990 former territory of the FRG),Million euro,Medical practices,"47,581",
2014,Germany (until 1990 former territory of the FRG),Million euro,Dental practice,"24,880",
2014,Germany (until 1990 former territory of the FRG),Million euro,Other health care practitioners,"11,508",
2014,Germany (until 1990 former territory of the FRG),Million euro,Ambulatory health care centres,"2,618",
2014,Germany (until 1990 former territory of the FRG),Million euro,Providers of home health care services,"13,318",
2014,Germany (until 1990 former territory of the FRG),Million euro,Providers of ancillary services,"3,970",
2014,Germany (until 1990 former territory of the FRG),Million euro,Providers of patient transportation and emergency rescue,"3,920",
2014,Germany (until 1990 former territory of the FRG),Million euro,Medical and diagnostic laboratories,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,Other providers of ancillary services,49,
2014,Germany (until 1990 former territory of the FRG),Million euro,Retailers and other providers of medical goods,"63,571",
2014,Germany (until 1990 former territory of the FRG),Million euro,Pharmacies,"44,708",
2014,Germany (until 1990 former territory of the FRG),Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"15,552",
2014,Germany (until 1990 former territory of the FRG),Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,"3,312",
2014,Germany (until 1990 former territory of the FRG),Million euro,Providers of preventive care,"1,924",
2014,Germany (until 1990 former territory of the FRG),Million euro,Providers of health care system administration and financing,"17,278",
2014,Germany (until 1990 former territory of the FRG),Million euro,Government health administration agencies,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,Social health insurance agencies,"13,818",
2014,Germany (until 1990 former territory of the FRG),Million euro,Private health insurance administration agencies,"3,461",
2014,Germany (until 1990 former territory of the FRG),Million euro,Other administration agencies,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,Rest of economy,"10,195",
2014,Germany (until 1990 former territory of the FRG),Million euro,Households as providers of home health care,"7,534",
2014,Germany (until 1990 former territory of the FRG),Million euro,All other industries as secondary providers of health care,"2,662",
2014,Germany (until 1990 former territory of the FRG),Million euro,Other industries n.e.c.,:,
2014,Germany (until 1990 former territory of the FRG),Million euro,Rest of the world,"1,474",
2014,Germany (until 1990 former territory of the FRG),Million euro,Providers unknown,:,
2014,Estonia,Million euro,All providers of health care,"1,223.38",
2014,Estonia,Million euro,Hospitals,585.85,
2014,Estonia,Million euro,General hospitals,556.6,
2014,Estonia,Million euro,Mental health hospitals,3.32,
2014,Estonia,Million euro,Specialised hospitals (other than mental health hospitals),25.93,
2014,Estonia,Million euro,Residential long-term care facilities,47.09,
2014,Estonia,Million euro,Long-term nursing care facilities,12.03,
2014,Estonia,Million euro,Mental health and substance abuse facilities,13.07,
2014,Estonia,Million euro,Other residential long-term care facilities,21.99,
2014,Estonia,Million euro,Providers of ambulatory health care,255.05,
2014,Estonia,Million euro,Medical practices,99.8,
2014,Estonia,Million euro,Dental practice,92.77,
2014,Estonia,Million euro,Other health care practitioners,11.32,
2014,Estonia,Million euro,Ambulatory health care centres,48.49,
2014,Estonia,Million euro,Providers of home health care services,2.67,
2014,Estonia,Million euro,Providers of ancillary services,19.86,
2014,Estonia,Million euro,Providers of patient transportation and emergency rescue,18.17,
2014,Estonia,Million euro,Medical and diagnostic laboratories,1.69,
2014,Estonia,Million euro,Other providers of ancillary services,0.01,
2014,Estonia,Million euro,Retailers and other providers of medical goods,262.55,
2014,Estonia,Million euro,Pharmacies,226.45,
2014,Estonia,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,36.1,
2014,Estonia,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,0,
2014,Estonia,Million euro,Providers of preventive care,7.77,
2014,Estonia,Million euro,Providers of health care system administration and financing,27.39,
2014,Estonia,Million euro,Government health administration agencies,17.63,
2014,Estonia,Million euro,Social health insurance agencies,9.61,
2014,Estonia,Million euro,Private health insurance administration agencies,0.14,
2014,Estonia,Million euro,Other administration agencies,:,
2014,Estonia,Million euro,Rest of economy,6.44,
2014,Estonia,Million euro,Households as providers of home health care,:,
2014,Estonia,Million euro,All other industries as secondary providers of health care,6.44,
2014,Estonia,Million euro,Other industries n.e.c.,:,
2014,Estonia,Million euro,Rest of the world,11.38,
2014,Estonia,Million euro,Providers unknown,:,
2014,Ireland,Million euro,All providers of health care,"19,148.24",
2014,Ireland,Million euro,Hospitals,"6,647.77",
2014,Ireland,Million euro,General hospitals,"5,648.76",
2014,Ireland,Million euro,Mental health hospitals,288.93,
2014,Ireland,Million euro,Specialised hospitals (other than mental health hospitals),710.09,
2014,Ireland,Million euro,Residential long-term care facilities,"3,640.09",
2014,Ireland,Million euro,Long-term nursing care facilities,:,
2014,Ireland,Million euro,Mental health and substance abuse facilities,:,
2014,Ireland,Million euro,Other residential long-term care facilities,:,
2014,Ireland,Million euro,Providers of ambulatory health care,"3,764.47",
2014,Ireland,Million euro,Medical practices,858.56,
2014,Ireland,Million euro,Dental practice,587.21,
2014,Ireland,Million euro,Other health care practitioners,279.27,
2014,Ireland,Million euro,Ambulatory health care centres,"1,549.72",
2014,Ireland,Million euro,Providers of home health care services,489.71,
2014,Ireland,Million euro,Providers of ancillary services,276.13,
2014,Ireland,Million euro,Providers of patient transportation and emergency rescue,171.37,
2014,Ireland,Million euro,Medical and diagnostic laboratories,104.75,
2014,Ireland,Million euro,Other providers of ancillary services,:,
2014,Ireland,Million euro,Retailers and other providers of medical goods,"2,644.94",
2014,Ireland,Million euro,Pharmacies,"2,442.48",
2014,Ireland,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,202.46,
2014,Ireland,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2014,Ireland,Million euro,Providers of preventive care,228.01,
2014,Ireland,Million euro,Providers of health care system administration and financing,669.65,
2014,Ireland,Million euro,Government health administration agencies,177.49,
2014,Ireland,Million euro,Social health insurance agencies,:,
2014,Ireland,Million euro,Private health insurance administration agencies,492.16,
2014,Ireland,Million euro,Other administration agencies,:,
2014,Ireland,Million euro,Rest of economy,"1,087.20",
2014,Ireland,Million euro,Households as providers of home health care,729.72,
2014,Ireland,Million euro,All other industries as secondary providers of health care,357.47,
2014,Ireland,Million euro,Other industries n.e.c.,0,
2014,Ireland,Million euro,Rest of the world,28.06,
2014,Ireland,Million euro,Providers unknown,161.93,
2014,Greece,Million euro,All providers of health care,"14,711.87",
2014,Greece,Million euro,Hospitals,"6,324.07",
2014,Greece,Million euro,General hospitals,"5,405.70",
2014,Greece,Million euro,Mental health hospitals,415.42,
2014,Greece,Million euro,Specialised hospitals (other than mental health hospitals),502.95,
2014,Greece,Million euro,Residential long-term care facilities,52.11,
2014,Greece,Million euro,Long-term nursing care facilities,:,
2014,Greece,Million euro,Mental health and substance abuse facilities,44.77,
2014,Greece,Million euro,Other residential long-term care facilities,7.34,
2014,Greece,Million euro,Providers of ambulatory health care,"2,626.96",
2014,Greece,Million euro,Medical practices,913.86,
2014,Greece,Million euro,Dental practice,804.3,
2014,Greece,Million euro,Other health care practitioners,281.01,
2014,Greece,Million euro,Ambulatory health care centres,395.03,
2014,Greece,Million euro,Providers of home health care services,232.77,
2014,Greece,Million euro,Providers of ancillary services,645.92,
2014,Greece,Million euro,Providers of patient transportation and emergency rescue,38.66,
2014,Greece,Million euro,Medical and diagnostic laboratories,572.92,
2014,Greece,Million euro,Other providers of ancillary services,34.35,
2014,Greece,Million euro,Retailers and other providers of medical goods,"4,507.93",
2014,Greece,Million euro,Pharmacies,"4,172.06",
2014,Greece,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,335.86,
2014,Greece,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2014,Greece,Million euro,Providers of preventive care,61.37,
2014,Greece,Million euro,Providers of health care system administration and financing,465.08,
2014,Greece,Million euro,Government health administration agencies,98.69,
2014,Greece,Million euro,Social health insurance agencies,284.5,
2014,Greece,Million euro,Private health insurance administration agencies,81.89,
2014,Greece,Million euro,Other administration agencies,:,
2014,Greece,Million euro,Rest of economy,:,
2014,Greece,Million euro,Households as providers of home health care,:,
2014,Greece,Million euro,All other industries as secondary providers of health care,:,
2014,Greece,Million euro,Other industries n.e.c.,:,
2014,Greece,Million euro,Rest of the world,28.43,
2014,Greece,Million euro,Providers unknown,:,
2014,Spain,Million euro,All providers of health care,"94,533.79",
2014,Spain,Million euro,Hospitals,"39,147.81",
2014,Spain,Million euro,General hospitals,"36,325.45",
2014,Spain,Million euro,Mental health hospitals,742.45,
2014,Spain,Million euro,Specialised hospitals (other than mental health hospitals),"2,079.91",
2014,Spain,Million euro,Residential long-term care facilities,"5,191.99",
2014,Spain,Million euro,Long-term nursing care facilities,"5,118.97",
2014,Spain,Million euro,Mental health and substance abuse facilities,73.02,
2014,Spain,Million euro,Other residential long-term care facilities,:,
2014,Spain,Million euro,Providers of ambulatory health care,"22,995.10",
2014,Spain,Million euro,Medical practices,"5,492.84",
2014,Spain,Million euro,Dental practice,"7,846.85",
2014,Spain,Million euro,Other health care practitioners,740.32,
2014,Spain,Million euro,Ambulatory health care centres,"7,694.45",
2014,Spain,Million euro,Providers of home health care services,"1,220.64",
2014,Spain,Million euro,Providers of ancillary services,"1,553.91",
2014,Spain,Million euro,Providers of patient transportation and emergency rescue,992.92,
2014,Spain,Million euro,Medical and diagnostic laboratories,560.99,
2014,Spain,Million euro,Other providers of ancillary services,:,
2014,Spain,Million euro,Retailers and other providers of medical goods,"21,073.19",
2014,Spain,Million euro,Pharmacies,"16,934.88",
2014,Spain,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"4,138.31",
2014,Spain,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2014,Spain,Million euro,Providers of preventive care,680.8,
2014,Spain,Million euro,Providers of health care system administration and financing,"2,815.28",
2014,Spain,Million euro,Government health administration agencies,996.06,
2014,Spain,Million euro,Social health insurance agencies,143.22,
2014,Spain,Million euro,Private health insurance administration agencies,"1,676",
2014,Spain,Million euro,Other administration agencies,:,
2014,Spain,Million euro,Rest of economy,"1,074.73",
2014,Spain,Million euro,Households as providers of home health care,834.8,
2014,Spain,Million euro,All other industries as secondary providers of health care,239.92,
2014,Spain,Million euro,Other industries n.e.c.,:,
2014,Spain,Million euro,Rest of the world,0.97,
2014,Spain,Million euro,Providers unknown,:,
2014,France,Million euro,All providers of health care,"236,948.41",
2014,France,Million euro,Hospitals,"94,697.96",
2014,France,Million euro,General hospitals,"80,731.63",
2014,France,Million euro,Mental health hospitals,"13,576.13",
2014,France,Million euro,Specialised hospitals (other than mental health hospitals),390.21,
2014,France,Million euro,Residential long-term care facilities,"15,902",
2014,France,Million euro,Long-term nursing care facilities,"15,902",
2014,France,Million euro,Mental health and substance abuse facilities,0,
2014,France,Million euro,Other residential long-term care facilities,0,
2014,France,Million euro,Providers of ambulatory health care,"54,312.26",
2014,France,Million euro,Medical practices,"23,450.41",
2014,France,Million euro,Dental practice,"10,730.40",
2014,France,Million euro,Other health care practitioners,"13,848.94",
2014,France,Million euro,Ambulatory health care centres,"1,673.82",
2014,France,Million euro,Providers of home health care services,"4,608.69",
2014,France,Million euro,Providers of ancillary services,"6,907.64",
2014,France,Million euro,Providers of patient transportation and emergency rescue,"2,664.49",
2014,France,Million euro,Medical and diagnostic laboratories,"4,243.15",
2014,France,Million euro,Other providers of ancillary services,0,
2014,France,Million euro,Retailers and other providers of medical goods,"45,545.51",
2014,France,Million euro,Pharmacies,"36,797.19",
2014,France,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"8,748.33",
2014,France,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,0,
2014,France,Million euro,Providers of preventive care,"2,946.57",
2014,France,Million euro,Providers of health care system administration and financing,"14,344.52",
2014,France,Million euro,Government health administration agencies,946.21,
2014,France,Million euro,Social health insurance agencies,"6,623.93",
2014,France,Million euro,Private health insurance administration agencies,"6,774.38",
2014,France,Million euro,Other administration agencies,0,
2014,France,Million euro,Rest of economy,"2,291.93",
2014,France,Million euro,Households as providers of home health care,0,
2014,France,Million euro,All other industries as secondary providers of health care,"2,291.93",
2014,France,Million euro,Other industries n.e.c.,0,
2014,France,Million euro,Rest of the world,0,
2014,France,Million euro,Providers unknown,:,
2014,Croatia,Million euro,All providers of health care,"2,885.79",
2014,Croatia,Million euro,Hospitals,"1,054.36",
2014,Croatia,Million euro,General hospitals,932.6,
2014,Croatia,Million euro,Mental health hospitals,42.4,
2014,Croatia,Million euro,Specialised hospitals (other than mental health hospitals),79.36,
2014,Croatia,Million euro,Residential long-term care facilities,11.04,
2014,Croatia,Million euro,Long-term nursing care facilities,0,
2014,Croatia,Million euro,Mental health and substance abuse facilities,0.07,
2014,Croatia,Million euro,Other residential long-term care facilities,10.97,
2014,Croatia,Million euro,Providers of ambulatory health care,629.51,
2014,Croatia,Million euro,Medical practices,192.55,
2014,Croatia,Million euro,Dental practice,181.49,
2014,Croatia,Million euro,Other health care practitioners,11.15,
2014,Croatia,Million euro,Ambulatory health care centres,220.22,
2014,Croatia,Million euro,Providers of home health care services,24.1,
2014,Croatia,Million euro,Providers of ancillary services,115.39,
2014,Croatia,Million euro,Providers of patient transportation and emergency rescue,84.29,
2014,Croatia,Million euro,Medical and diagnostic laboratories,31.1,
2014,Croatia,Million euro,Other providers of ancillary services,0,
2014,Croatia,Million euro,Retailers and other providers of medical goods,912.59,
2014,Croatia,Million euro,Pharmacies,806.6,
2014,Croatia,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,105.8,
2014,Croatia,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,0.18,
2014,Croatia,Million euro,Providers of preventive care,46.56,
2014,Croatia,Million euro,Providers of health care system administration and financing,77.46,
2014,Croatia,Million euro,Government health administration agencies,22.83,
2014,Croatia,Million euro,Social health insurance agencies,47.46,
2014,Croatia,Million euro,Private health insurance administration agencies,7.18,
2014,Croatia,Million euro,Other administration agencies,0,
2014,Croatia,Million euro,Rest of economy,11.71,
2014,Croatia,Million euro,Households as providers of home health care,8.38,
2014,Croatia,Million euro,All other industries as secondary providers of health care,3.33,
2014,Croatia,Million euro,Other industries n.e.c.,0,
2014,Croatia,Million euro,Rest of the world,15.48,
2014,Croatia,Million euro,Providers unknown,11.68,
2014,Italy,Million euro,All providers of health care,"145,938",
2014,Italy,Million euro,Hospitals,"66,370",
2014,Italy,Million euro,General hospitals,:,
2014,Italy,Million euro,Mental health hospitals,:,
2014,Italy,Million euro,Specialised hospitals (other than mental health hospitals),:,
2014,Italy,Million euro,Residential long-term care facilities,"8,822",
2014,Italy,Million euro,Long-term nursing care facilities,:,
2014,Italy,Million euro,Mental health and substance abuse facilities,:,
2014,Italy,Million euro,Other residential long-term care facilities,:,
2014,Italy,Million euro,Providers of ambulatory health care,"32,403",
2014,Italy,Million euro,Medical practices,:,
2014,Italy,Million euro,Dental practice,:,
2014,Italy,Million euro,Other health care practitioners,:,
2014,Italy,Million euro,Ambulatory health care centres,:,
2014,Italy,Million euro,Providers of home health care services,:,
2014,Italy,Million euro,Providers of ancillary services,"6,756",
2014,Italy,Million euro,Providers of patient transportation and emergency rescue,:,
2014,Italy,Million euro,Medical and diagnostic laboratories,:,
2014,Italy,Million euro,Other providers of ancillary services,:,
2014,Italy,Million euro,Retailers and other providers of medical goods,"24,245",
2014,Italy,Million euro,Pharmacies,:,
2014,Italy,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2014,Italy,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2014,Italy,Million euro,Providers of preventive care,"4,603",
2014,Italy,Million euro,Providers of health care system administration and financing,"2,656",
